0.00001	 0.	 0.	 0.	3.87013	 0.	 0.
0.00002	 0.	 0.	 0.	3.84539	 0.	 0.
0.00003	 0.	 0.	 0.	3.8208	 0.	 0.
0.00004	 0.	 0.	 0.	3.79638	 0.	 0.
0.00005	 0.	 0.	 0.	3.77211	 0.	 0.
0.00006	 0.	 0.	 0.	3.74799	 0.	 0.
0.00007	 0.	 0.	 0.	3.72403	 0.	 0.
0.00008	 0.	 0.	 0.	3.70022	 0.	 0.
0.00009	 0.	 0.	 0.	3.67656	 0.	 0.
0.0001	 0.	 0.	 0.	3.65306	 0.	 0.
0.00011	 0.	 0.	 0.	3.62971	 0.	 0.
0.00012	 0.	 0.	 0.	3.6065	 0.	 0.
0.00013	 0.	 0.	 0.	3.58344	 0.	 0.
0.00014	 0.	 0.	 0.	3.56053	 0.	 0.
0.00015	 0.	 0.	 0.	3.53777	 0.	 0.
0.00016	 0.	 0.	 0.	3.51515	 0.	 0.
0.00017	 0.	 0.	 0.	3.49268	 0.	 0.
0.00018	 0.	 0.	 0.	3.47035	 0.	 0.
0.00019	 0.	 0.	 0.	3.44816	 0.	 0.
0.0002	 0.	 0.	 0.	3.42612	 0.	 0.
0.00021	 0.	 0.	 0.	3.40422	 0.	 0.
0.00022	 0.	 0.	 0.	3.38245	 0.	 0.
0.00023	 0.	 0.	 0.	3.36083	 0.	 0.
0.00024	 0.	 0.	 0.	3.33934	 0.	 0.
0.00025	 0.	 0.	 0.	3.31799	 0.	 0.
0.00026	 0.	 0.	 0.	3.29678	 0.	 0.
0.00027	 0.	 0.	 0.	3.2757	 0.	 0.
0.00028	 0.	 0.	 0.	3.25476	 0.	 0.
0.00029	 0.	 0.	 0.	3.23395	 0.	 0.
0.0003	 0.	 0.	 0.	3.21328	 0.	 0.
0.00031	 0.	 0.	 0.	3.19273	 0.	 0.
0.00032	 0.	 0.	 0.	3.17232	 0.	 0.
0.00033	 0.	 0.	 0.	3.15204	 0.	 0.
0.00034	 0.	 0.	 0.	3.13189	 0.	 0.
0.00035	 0.	 0.	 0.	3.11187	 0.	 0.
0.00036	 0.	 0.	 0.	3.09197	 0.	 0.
0.00037	 0.	 0.	 0.	3.0722	 0.	 0.
0.00038	 0.	 0.	 0.	3.05256	 0.	 0.
0.00039	 0.	 0.	 0.	3.03305	 0.	 0.
0.0004	 0.	 0.	 0.	3.01366	 0.	 0.
0.00041	 0.	 0.	 0.	2.99439	 0.	 0.
0.00042	 0.	 0.	 0.	2.97525	 0.	 0.
0.00043	 0.	 0.	 0.	2.95622	 0.	 0.
0.00044	 0.	 0.	 0.	2.93732	 0.	 0.
0.00045	 0.	 0.	 0.	2.91855	 0.	 0.
0.00046	 0.	 0.	 0.	2.89989	 0.	 0.
0.00047	 0.	 0.	 0.	2.88135	 0.	 0.
0.00048	 0.	 0.	 0.	2.86293	 0.	 0.
0.00049	 0.	 0.	 0.	2.84462	 0.	 0.
0.0005	 0.	 0.	 0.	2.82644	 0.	 0.
0.00051	 0.	 0.	 0.	2.80837	 0.	 0.
0.00052	 0.	 0.	 0.	2.79041	 0.	 0.
0.00053	 0.	 0.	 0.	2.77257	 0.	 0.
0.00054	 0.	 0.	 0.	2.75485	 0.	 0.
0.00055	 0.	 0.	 0.	2.73724	 0.	 0.
0.00056	 0.	 0.	 0.	2.71974	 0.	 0.
