-4.000000 -2.000000 12.494310
-4.000000 -1.960000 12.494218
-4.000000 -1.920000 12.494310
-4.000000 -1.880000 12.494577
-4.000000 -1.840000 12.495000
-4.000000 -1.800000 12.495553
-4.000000 -1.760000 12.496193
-4.000000 -1.720000 12.496847
-4.000000 -1.680000 12.497427
-4.000000 -1.640000 12.497871
-4.000000 -1.600000 12.498153
-4.000000 -1.560000 12.498287
-4.000000 -1.520000 12.498277
-4.000000 -1.480000 12.498120
-4.000000 -1.440000 12.497875
-4.000000 -1.400000 12.497628
-4.000000 -1.360000 12.497448
-4.000000 -1.320000 12.497356
-4.000000 -1.280000 12.497334
-4.000000 -1.240000 12.497350
-4.000000 -1.200000 12.497416
-4.000000 -1.160000 12.497487
-4.000000 -1.120000 12.497504
-4.000000 -1.080000 12.497534
-4.000000 -1.040000 12.497532
-4.000000 -1.000000 12.497515
-4.000000 -0.960000 12.497460
-4.000000 -0.920000 12.497447
-4.000000 -0.880000 12.497525
-4.000000 -0.840000 12.497492
-4.000000 -0.800000 12.497489
-4.000000 -0.760000 12.497488
-4.000000 -0.720000 12.497487
-4.000000 -0.680000 12.497503
-4.000000 -0.640000 12.497480
-4.000000 -0.600000 12.497500
-4.000000 -0.560000 12.497490
-4.000000 -0.520000 12.497491
-4.000000 -0.480000 12.497488
-4.000000 -0.440000 12.497486
-4.000000 -0.400000 12.497495
-4.000000 -0.360000 12.497496
-4.000000 -0.320000 12.497491
-4.000000 -0.280000 12.497495
-4.000000 -0.240000 12.497473
-4.000000 -0.200000 12.497497
-4.000000 -0.160000 12.497483
-4.000000 -0.120000 12.497462
-4.000000 -0.080000 12.497487
-4.000000 -0.040000 12.497468
-4.000000 0.000000 12.497475
-4.000000 0.040000 12.497453
-4.000000 0.080000 12.497543
-4.000000 0.120000 12.497480
-4.000000 0.160000 12.497562
-4.000000 0.200000 12.497531
-4.000000 0.240000 12.497501
-4.000000 0.280000 12.497498
-4.000000 0.320000 12.497474
-4.000000 0.360000 12.497454
-4.000000 0.400000 12.497420
-4.000000 0.440000 12.497483
-4.000000 0.480000 12.497460
-4.000000 0.520000 12.497457
-4.000000 0.560000 12.497490
-4.000000 0.600000 12.497489
-4.000000 0.640000 12.497489
-4.000000 0.680000 12.497490
-4.000000 0.720000 12.497491
-4.000000 0.760000 12.497491
-4.000000 0.800000 12.497491
-4.000000 0.840000 12.497491
-4.000000 0.880000 12.497491
-4.000000 0.920000 12.497491
-4.000000 0.960000 12.497491
-4.000000 1.000000 12.497491
-4.000000 1.040000 12.497491
-4.000000 1.080000 12.497491
-4.000000 1.120000 12.497491
-4.000000 1.160000 12.497491
-4.000000 1.200000 12.497491
-4.000000 1.240000 12.497491
-4.000000 1.280000 12.497491
-4.000000 1.320000 12.497491
-4.000000 1.360000 12.497491
-4.000000 1.400000 12.497491
-4.000000 1.440000 12.497491
-4.000000 1.480000 12.497491
-4.000000 1.520000 12.497491
-4.000000 1.560000 12.497491
-4.000000 1.600000 12.497491
-4.000000 1.640000 12.497491
-4.000000 1.680000 12.497491
-4.000000 1.720000 12.497491
-4.000000 1.760000 12.497491
-4.000000 1.800000 12.497491
-4.000000 1.840000 12.497491
-4.000000 1.880000 12.497491
-4.000000 1.920000 12.497491
-4.000000 1.960000 12.497491
-4.000000 2.000000 12.497491
-3.960000 -2.000000 12.493334
-3.960000 -1.960000 12.493233
-3.960000 -1.920000 12.493334
-3.960000 -1.880000 12.493627
-3.960000 -1.840000 12.494091
-3.960000 -1.800000 12.494697
-3.960000 -1.760000 12.495399
-3.960000 -1.720000 12.496116
-3.960000 -1.680000 12.496752
-3.960000 -1.640000 12.497238
-3.960000 -1.600000 12.497548
-3.960000 -1.560000 12.497695
-3.960000 -1.520000 12.497684
-3.960000 -1.480000 12.497511
-3.960000 -1.440000 12.497243
-3.960000 -1.400000 12.496972
-3.960000 -1.360000 12.496775
-3.960000 -1.320000 12.496674
-3.960000 -1.280000 12.496650
-3.960000 -1.240000 12.496668
-3.960000 -1.200000 12.496740
-3.960000 -1.160000 12.496817
-3.960000 -1.120000 12.496836
-3.960000 -1.080000 12.496869
-3.960000 -1.040000 12.496868
-3.960000 -1.000000 12.496848
-3.960000 -0.960000 12.496788
-3.960000 -0.920000 12.496774
-3.960000 -0.880000 12.496859
-3.960000 -0.840000 12.496823
-3.960000 -0.800000 12.496820
-3.960000 -0.760000 12.496818
-3.960000 -0.720000 12.496817
-3.960000 -0.680000 12.496835
-3.960000 -0.640000 12.496810
-3.960000 -0.600000 12.496832
-3.960000 -0.560000 12.496821
-3.960000 -0.520000 12.496823
-3.960000 -0.480000 12.496819
-3.960000 -0.440000 12.496817
-3.960000 -0.400000 12.496826
-3.960000 -0.360000 12.496827
-3.960000 -0.320000 12.496822
-3.960000 -0.280000 12.496826
-3.960000 -0.240000 12.496802
-3.960000 -0.200000 12.496829
-3.960000 -0.160000 12.496813
-3.960000 -0.120000 12.496790
-3.960000 -0.080000 12.496818
-3.960000 -0.040000 12.496797
-3.960000 0.000000 12.496804
-3.960000 0.040000 12.496780
-3.960000 0.080000 12.496879
-3.960000 0.120000 12.496810
-3.960000 0.160000 12.496900
-3.960000 0.200000 12.496866
-3.960000 0.240000 12.496833
-3.960000 0.280000 12.496830
-3.960000 0.320000 12.496804
-3.960000 0.360000 12.496782
-3.960000 0.400000 12.496744
-3.960000 0.440000 12.496814
-3.960000 0.480000 12.496788
-3.960000 0.520000 12.496785
-3.960000 0.560000 12.496821
-3.960000 0.600000 12.496820
-3.960000 0.640000 12.496819
-3.960000 0.680000 12.496821
-3.960000 0.720000 12.496822
-3.960000 0.760000 12.496822
-3.960000 0.800000 12.496822
-3.960000 0.840000 12.496822
-3.960000 0.880000 12.496822
-3.960000 0.920000 12.496822
-3.960000 0.960000 12.496822
-3.960000 1.000000 12.496822
-3.960000 1.040000 12.496822
-3.960000 1.080000 12.496822
-3.960000 1.120000 12.496822
-3.960000 1.160000 12.496822
-3.960000 1.200000 12.496822
-3.960000 1.240000 12.496822
-3.960000 1.280000 12.496822
-3.960000 1.320000 12.496822
-3.960000 1.360000 12.496822
-3.960000 1.400000 12.496822
-3.960000 1.440000 12.496822
