0.000000 -3.000000 -2.000000 1027.931972
0.000000 -3.000000 -1.200000 1019.086543
0.000000 -3.000000 -0.400000 1019.453590
0.000000 -3.000000 0.400000 1019.466937
0.000000 -3.000000 1.200000 1019.484363
0.000000 -3.000000 2.000000 1019.484363
0.000000 -2.400000 -2.000000 1054.079531
0.000000 -2.400000 -1.200000 1018.763928
0.000000 -2.400000 -0.400000 1019.364866
0.000000 -2.400000 0.400000 1019.415089
0.000000 -2.400000 1.200000 1019.484404
0.000000 -2.400000 2.000000 1019.484404
0.000000 -1.800000 -2.000000 1172.838654
0.000000 -1.800000 -1.200000 1030.524194
0.000000 -1.800000 -0.400000 1019.057013
0.000000 -1.800000 0.400000 1019.210079
0.000000 -1.800000 1.200000 1019.485047
0.000000 -1.800000 2.000000 1019.485047
0.000000 -1.200000 -2.000000 1900.797242
0.000000 -1.200000 -1.200000 1299.029992
0.000000 -1.200000 -0.400000 1018.599318
0.000000 -1.200000 0.400000 1018.418382
0.000000 -1.200000 1.200000 1019.495771
0.000000 -1.200000 2.000000 1019.495771
0.000000 -0.600000 -2.000000 10833.534196
0.000000 -0.600000 -1.200000 7140.624274
0.000000 -0.600000 -0.400000 1032.773315
0.000000 -0.600000 0.400000 1015.832585
0.000000 -0.600000 1.200000 1019.707321
0.000000 -0.600000 2.000000 1019.707321
0.000000 0.000000 -2.000000 2236120.338303
0.000000 0.000000 -1.200000 1537914.268677
0.000000 0.000000 -0.400000 2177.850178
0.000000 0.000000 0.400000 1061.210349
0.000000 0.000000 1.200000 1041.192519
0.000000 0.000000 2.000000 1041.192519
0.002500 -3.000000 -2.000000 973.702896
0.002500 -3.000000 -1.200000 965.108753
0.002500 -3.000000 -0.400000 965.470852
0.002500 -3.000000 0.400000 965.483447
0.002500 -3.000000 1.200000 965.499975
0.002500 -3.000000 2.000000 965.499975
0.002500 -2.400000 -2.000000 999.118164
0.002500 -2.400000 -1.200000 964.805592
0.002500 -2.400000 -0.400000 965.387101
0.002500 -2.400000 0.400000 965.434328
0.002500 -2.400000 1.200000 965.500064
0.002500 -2.400000 2.000000 965.500064
0.002500 -1.800000 -2.000000 1114.918729
0.002500 -1.800000 -1.200000 976.639875
0.002500 -1.800000 -0.400000 965.099708
0.002500 -1.800000 0.400000 965.240850
0.002500 -1.800000 1.200000 965.501485
0.002500 -1.800000 2.000000 965.501485
0.002500 -1.200000 -2.000000 1830.375577
0.002500 -1.200000 -1.200000 1245.382661
0.002500 -1.200000 -0.400000 964.734534
0.002500 -1.200000 0.400000 964.506235
0.002500 -1.200000 1.200000 965.525180
0.002500 -1.200000 2.000000 965.525180
0.002500 -0.600000 -2.000000 10698.885737
0.002500 -0.600000 -1.200000 7086.782277
0.002500 -0.600000 -0.400000 979.498021
0.002500 -0.600000 0.400000 962.374464
0.002500 -0.600000 1.200000 965.992603
0.002500 -0.600000 2.000000 965.992603
0.002500 0.000000 -2.000000 2234080.492517
0.002500 0.000000 -1.200000 1538196.054912
0.002500 0.000000 -0.400000 2151.057922
0.002500 0.000000 0.400000 1034.627212
0.002500 0.000000 1.200000 1013.705834
0.002500 0.000000 2.000000 1013.705834
0.005000 -3.000000 -2.000000 921.019820
0.005000 -3.000000 -1.200000 912.676667
0.005000 -3.000000 -0.400000 913.033860
0.005000 -3.000000 0.400000 913.045699
0.005000 -3.000000 1.200000 913.061329
0.005000 -3.000000 2.000000 913.061329
0.005000 -2.400000 -2.000000 945.703558
0.005000 -2.400000 -1.200000 912.392846
0.005000 -2.400000 -0.400000 912.955091
0.005000 -2.400000 0.400000 912.999309
0.005000 -2.400000 1.200000 913.061463
0.005000 -2.400000 2.000000 913.061463
0.005000 -1.800000 -2.000000 1058.548593
0.005000 -1.800000 -1.200000 924.300683
0.005000 -1.800000 -0.400000 912.688159
0.005000 -1.800000 0.400000 912.817325
0.005000 -1.800000 1.200000 913.063615
0.005000 -1.800000 2.000000 913.063615
0.005000 -1.200000 -2.000000 1761.515507
0.005000 -1.200000 -1.200000 1193.278480
0.005000 -1.200000 -0.400000 912.414926
0.005000 -1.200000 0.400000 912.139058
0.005000 -1.200000 1.200000 913.099508
0.005000 -1.200000 2.000000 913.099508
0.005000 -0.600000 -2.000000 10565.838593
0.005000 -0.600000 -1.200000 7034.473053
0.005000 -0.600000 -0.400000 927.753591
0.005000 -0.600000 0.400000 910.446280
0.005000 -0.600000 1.200000 913.807601
0.005000 -0.600000 2.000000 913.807601
0.005000 0.000000 -2.000000 2232040.558707
0.005000 0.000000 -1.200000 1538479.142990
0.005000 0.000000 -0.400000 2124.653621
0.005000 0.000000 0.400000 1008.429901
0.005000 0.000000 1.200000 986.604649
0.005000 0.000000 2.000000 986.604649
0.007500 -3.000000 -2.000000 869.887182
0.007500 -3.000000 -1.200000 861.794725
0.007500 -3.000000 -0.400000 862.147053
0.007500 -3.000000 0.400000 862.158132
0.007500 -3.000000 1.200000 862.172863
0.007500 -3.000000 2.000000 862.172863
0.007500 -2.400000 -2.000000 893.840160
0.007500 -2.400000 -1.200000 861.530128
0.007500 -2.400000 -0.400000 862.073275
0.007500 -2.400000 0.400000 862.114471
0.007500 -2.400000 1.200000 862.173040
0.007500 -2.400000 2.000000 862.173040
0.007500 -1.800000 -2.000000 1003.732711
0.007500 -1.800000 -1.200000 873.511056
0.007500 -1.800000 -0.400000 861.826805
0.007500 -1.800000 0.400000 861.943945
0.007500 -1.800000 1.200000 862.175877
0.007500 -1.800000 2.000000 862.175877
0.007500 -1.200000 -2.000000 1694.221574
0.007500 -1.200000 -1.200000 1142.721887
0.007500 -1.200000 -0.400000 861.644933
0.007500 -1.200000 0.400000 861.321287
0.007500 -1.200000 1.200000 862.223192
0.007500 -1.200000 2.000000 862.223192
0.007500 -0.600000 -2.000000 10434.397643
0.007500 -0.600000 -1.200000 6983.701030
0.007500 -0.600000 -0.400000 877.544396
0.007500 -0.600000 0.400000 860.052404
0.007500 -0.600000 1.200000 863.156687
0.007500 -0.600000 2.000000 863.156687
0.007500 0.000000 -2.000000 2230000.536419
0.007500 0.000000 -1.200000 1538763.535785
0.007500 0.000000 -0.400000 2098.637833
0.007500 0.000000 0.400000 982.618971
0.007500 0.000000 1.200000 959.889516
0.007500 0.000000 2.000000 959.889516
0.010000 -3.000000 -2.000000 820.309438
0.010000 -3.000000 -1.200000 812.467378
0.010000 -3.000000 -0.400000 812.814883
0.010000 -3.000000 0.400000 812.825201
0.010000 -3.000000 1.200000 812.839032
0.010000 -3.000000 2.000000 812.839032
0.010000 -2.400000 -2.000000 843.532428
0.010000 -2.400000 -1.200000 812.221893
0.010000 -2.400000 -0.400000 812.746106
0.010000 -2.400000 0.400000 812.784267
0.010000 -2.400000 1.200000 812.839248
0.010000 -2.400000 2.000000 812.839248
0.010000 -1.800000 -2.000000 950.475560
0.010000 -1.800000 -1.200000 824.275448
0.010000 -1.800000 -0.400000 812.520098
0.010000 -1.800000 0.400000 812.625161
0.010000 -1.800000 1.200000 812.842724
0.010000 -1.800000 2.000000 812.842724
0.010000 -1.200000 -2.000000 1628.498335
0.010000 -1.200000 -1.200000 1093.717330
0.010000 -1.200000 -0.400000 812.429003
0.010000 -1.200000 0.400000 812.057372
0.010000 -1.200000 1.200000 812.900681
0.010000 -1.200000 2.000000 812.900681
0.010000 -0.600000 -2.000000 10304.567785
0.010000 -0.600000 -1.200000 6934.470649
0.010000 -0.600000 -0.400000 828.874824
0.010000 -0.600000 0.400000 811.197221
0.010000 -0.600000 1.200000 814.044244
0.010000 -0.600000 2.000000 814.044244
0.010000 0.000000 -2.000000 2227960.425177
0.010000 0.000000 -1.200000 1539049.236182
0.010000 0.000000 -0.400000 2073.011114
0.010000 0.000000 0.400000 957.194973
0.010000 0.000000 1.200000 933.560989
0.010000 0.000000 2.000000 933.560989
0.012500 -3.000000 -2.000000 772.291057
0.012500 -3.000000 -1.200000 764.699094
0.012500 -3.000000 -0.400000 765.041819
0.012500 -3.000000 0.400000 765.051370
0.012500 -3.000000 1.200000 765.064301
0.012500 -3.000000 2.000000 765.064301
0.012500 -2.400000 -2.000000 794.784836
