0.00005	0.	0.	0.	5.02755	0.	0.
0.00015	0.	0.	0.	4.69456	0.	0.
0.00025	0.	0.	0.	4.38362	0.	0.
0.00035	0.	0.	0.	4.09328	0.	0.
0.00045	0.	0.	0.	3.82217	0.	0.
0.00055	0.	0.	0.	3.56902	0.	0.
0.00065	0.	0.	0.	3.33263	0.	0.
0.00075	0.	0.	0.	3.1119	0.	0.
0.00085	0.	0.	0.	2.90579	0.	0.
0.00095	0.	0.	0.	2.71333	0.	0.
0.00105	0.	0.	0.	2.53362	0.	0.
0.00115	0.	0.	0.	2.36581	0.	0.
0.00125	0.	0.	0.	2.20912	0.	0.
0.00135	0.	0.	0.	2.0628	0.	0.
0.00145	0.	0.	0.	1.92618	0.	0.
0.00155	0.	0.	0.	1.7986	0.	0.
0.00165	0.	0.	0.	1.67947	0.	0.
0.00175	0.	0.	0.	1.56824	0.	0.
0.00185	0.	0.	0.	1.46437	0.	0.
0.00195	0.	0.	0.	1.36738	0.	0.
0.00205	0.	0.	0.	1.27681	0.	0.
0.00215	0.	0.	0.	1.19225	0.	0.
0.00225	0.	0.	0.	1.11328	0.	0.
0.00235	0.	0.	0.	1.02927	0.	0.
0.00245	0.	0.	0.	0.95161	0.	0.
0.00255	0.	0.	0.	0.88379	0.	0.
0.00265	0.	0.	0.	0.82452	0.	0.
0.00275	0.	0.	0.	0.76923	0.	0.
0.00285	0.	0.	0.	0.71927	0.	0.
0.00295	0.	0.	0.	0.67256	0.	0.
0.00305	0.	0.	0.	0.6296	0.	0.
0.00315	0.	0.	0.	0.59006	0.	0.
0.00325	0.	0.	0.	0.553	0.	0.
0.00335	0.	0.	0.	0.51125	0.	0.
0.00345	0.	0.	0.	0.47265	0.	0.
0.00355	0.	0.	0.	0.43516	0.	0.
0.00365	0.	0.	0.	0.39898	0.	0.
0.00375	0.	0.	0.	0.36582	0.	0.
0.00385	0.	0.	0.	0.33613	0.	0.
0.00395	0.	0.	0.	0.30886	0.	0.
0.00405	0.	0.	0.	0.28193	0.	0.
0.00415	0.	0.	0.	0.25566	0.	0.
0.00425	0.	0.	0.	0.23184	0.	0.
0.00435	0.	0.	0.	0.2098	0.	0.
0.00445	0.	0.	0.	0.18986	0.	0.
0.00455	0.	0.	0.	0.17166	0.	0.
0.00465	0.	0.	0.	0.15506	0.	0.
0.00475	0.	0.	0.	0.14007	0.	0.
0.00485	0.	0.	0.	0.12782	0.	0.
0.00495	0.	0.	0.	0.11665	0.	0.
0.00505	0.	0.	0.	0.10634	0.	0.
0.00515	0.	0.	0.	0.09686	0.	0.
0.00525	0.	0.	0.	0.08821	0.	0.
0.00535	0.	0.	0.	0.07877	0.	0.
0.00545	0.	0.	0.	0.07034	0.	0.
0.00555	0.	0.	0.	0.06347	0.	0.
0.00565	0.	0.	0.	0.05785	0.	0.
0.00575	0.	0.	0.	0.05273	0.	0.
0.00585	0.	0.	0.	0.04741	0.	0.
0.00595	0.	0.	0.	0.04263	0.	0.
0.00605	0.	0.	0.	0.03798	0.	0.
0.00615	0.	0.	0.	0.03354	0.	0.
0.00625	0.	0.	0.	0.02962	0.	0.
0.00635	0.	0.	0.	0.02653	0.	0.
0.00645	0.	0.	0.	0.02376	0.	0.
0.00655	0.	0.	0.	0.02117	0.	0.
0.00665	0.	0.	0.	0.01878	0.	0.
0.00675	0.	0.	0.	0.01666	0.	0.
0.00685	0.	0.	0.	0.01448	0.	0.
0.00695	0.	0.	0.	0.01258	0.	0.
0.00705	0.	0.	0.	0.01068	0.	0.
0.00715	0.	0.	0.	0.00886	0.	0.
0.00725	0.	0.	0.	0.00735	0.	0.
0.00735	0.	0.	0.	0.00613	0.	0.
0.00745	0.	0.	0.	0.00511	0.	0.
0.00755	0.	0.	0.	0.00427	0.	0.
0.00765	0.	0.	0.	0.00357	0.	0.
0.00775	0.	0.	0.	0.00299	0.	0.
0.00785	0.	0.	0.	0.00232	0.	0.
0.00795	0.	0.	0.	0.00182	0.	0.
0.00805	0.	0.	0.	0.00142	0.	0.
0.00815	0.	0.	0.	0.00109	0.	0.
0.00825	0.	0.	0.	0.00084	0.	0.
0.00835	0.	0.	0.	0.00065	0.	0.
0.00845	0.	0.	0.	0.00051	0.	0.
0.00855	0.	0.	0.	0.000395	0.	0.
0.00865	0.	0.	0.	0.00031	0.	0.
0.00875	0.	0.	0.	0.000243	0.	0.
0.00885	0.	0.	0.	0.00018	0.	0.
0.00895	0.	0.	0.	0.00014	0.	0.
0.00905	0.	0.	0.	0.00011	0.	0.
0.00915	0.	0.	0.	0.00009	0.	0.
